User,Date,usage_ratio
1,2024-01-01,0.1927710843373494
1,2024-01-02,0.18181818181818182
1,2024-01-03,0.3055555555555556
1,2024-01-04,0.2222222222222222
1,2024-01-05,0.2647058823529412
1,2024-01-06,0.14814814814814814
1,2024-01-07,0.225
1,2024-01-08,0.2597402597402597
1,2024-01-09,0.18421052631578946
1,2024-01-10,0.24675324675324675
1,2024-01-11,0.2222222222222222
1,2024-01-12,0.20512820512820512
1,2024-01-13,0.22535211267605634
1,2024-01-14,0.13157894736842105
1,2024-01-15,0.21052631578947367
1,2024-01-16,0.3291139240506329
1,2024-01-17,0.19047619047619047
1,2024-01-18,0.23809523809523808
1,2024-01-19,0.16901408450704225
1,2024-01-20,0.16279069767441862
1,2024-01-21,0.21428571428571427
1,2024-01-22,0.15789473684210525
1,2024-01-23,0.22784810126582278
1,2024-01-24,0.2222222222222222
1,2024-01-25,0.19318181818181818
1,2024-01-26,0.15
1,2024-01-27,0.21686746987951808
1,2024-01-28,0.15625
1,2024-01-29,0.1643835616438356
1,2024-01-30,0.16666666666666666
2,2024-01-01,0.16216216216216217
2,2024-01-02,0.22784810126582278
2,2024-01-03,0.18181818181818182
2,2024-01-04,0.2033898305084746
2,2024-01-05,0.22784810126582278
2,2024-01-06,0.18461538461538463
2,2024-01-07,0.1794871794871795
2,2024-01-08,0.21875
2,2024-01-09,0.15625
2,2024-01-10,0.208955223880597
2,2024-01-11,0.2
2,2024-01-12,0.18181818181818182
2,2024-01-13,0.2077922077922078
2,2024-01-14,0.175
2,2024-01-15,0.20930232558139536
2,2024-01-16,0.27631578947368424
2,2024-01-17,0.18292682926829268
2,2024-01-18,0.24324324324324326
2,2024-01-19,0.15584415584415584
2,2024-01-20,0.2222222222222222
2,2024-01-21,0.12658227848101267
2,2024-01-22,0.2
2,2024-01-23,0.23076923076923078
2,2024-01-24,0.25
2,2024-01-25,0.1388888888888889
2,2024-01-26,0.26506024096385544
2,2024-01-27,0.21686746987951808
2,2024-01-28,0.1917808219178082
2,2024-01-29,0.18604651162790697
2,2024-01-30,0.18421052631578946
3,2024-01-01,0.2608695652173913
3,2024-01-02,0.3142857142857143
3,2024-01-03,0.1694915254237288
3,2024-01-04,0.2318840579710145
3,2024-01-05,0.2111111111111111
3,2024-01-06,0.2777777777777778
3,2024-01-07,0.2077922077922078
3,2024-01-08,0.2247191011235955
3,2024-01-09,0.2631578947368421
3,2024-01-10,0.18461538461538463
3,2024-01-11,0.20253164556962025
3,2024-01-12,0.1746031746031746
3,2024-01-13,0.22857142857142856
3,2024-01-14,0.2328767123287671
3,2024-01-15,0.17391304347826086
3,2024-01-16,0.2571428571428571
3,2024-01-17,0.2028985507246377
3,2024-01-18,0.20588235294117646
3,2024-01-19,0.16216216216216217
3,2024-01-20,0.30303030303030304
3,2024-01-21,0.17647058823529413
3,2024-01-22,0.15584415584415584
3,2024-01-23,0.21739130434782608
3,2024-01-24,0.2028985507246377
3,2024-01-25,0.1794871794871795
3,2024-01-26,0.12121212121212122
3,2024-01-27,0.18823529411764706
3,2024-01-28,0.21176470588235294
3,2024-01-29,0.19047619047619047
3,2024-01-30,0.20652173913043478
4,2024-01-01,0.20930232558139536
4,2024-01-02,0.1686746987951807
4,2024-01-03,0.2558139534883721
4,2024-01-04,0.17142857142857143
4,2024-01-05,0.25333333333333335
4,2024-01-06,0.16279069767441862
4,2024-01-07,0.23076923076923078
4,2024-01-08,0.2
4,2024-01-09,0.14634146341463414
4,2024-01-10,0.23684210526315788
4,2024-01-11,0.25316455696202533
4,2024-01-12,0.21333333333333335
4,2024-01-13,0.18666666666666668
4,2024-01-14,0.19672131147540983
4,2024-01-15,0.2
4,2024-01-16,0.2597402597402597
4,2024-01-17,0.16
4,2024-01-18,0.12987012987012986
4,2024-01-19,0.2222222222222222
4,2024-01-20,0.2564102564102564
4,2024-01-21,0.17647058823529413
4,2024-01-22,0.17073170731707318
4,2024-01-23,0.19718309859154928
4,2024-01-24,0.1875
4,2024-01-25,0.1794871794871795
4,2024-01-26,0.1917808219178082
4,2024-01-27,0.2222222222222222
4,2024-01-28,0.1951219512195122
4,2024-01-29,0.15584415584415584
4,2024-01-30,0.2564102564102564
5,2024-01-01,0.20689655172413793
5,2024-01-02,0.1282051282051282
5,2024-01-03,0.2894736842105263
5,2024-01-04,0.18604651162790697
5,2024-01-05,0.2903225806451613
5,2024-01-06,0.25287356321839083
5,2024-01-07,0.18421052631578946
5,2024-01-08,0.24691358024691357
5,2024-01-09,0.1917808219178082
5,2024-01-10,0.17721518987341772
5,2024-01-11,0.2625
5,2024-01-12,0.13513513513513514
5,2024-01-13,0.21212121212121213
5,2024-01-14,0.18072289156626506
5,2024-01-15,0.2631578947368421
5,2024-01-16,0.17391304347826086
5,2024-01-17,0.2222222222222222
5,2024-01-18,0.2222222222222222
5,2024-01-19,0.17647058823529413
5,2024-01-20,0.2
5,2024-01-21,0.2714285714285714
5,2024-01-22,0.19047619047619047
5,2024-01-23,0.22535211267605634
5,2024-01-24,0.17543859649122806
5,2024-01-25,0.1791044776119403
5,2024-01-26,0.20253164556962025
5,2024-01-27,0.23376623376623376
5,2024-01-28,0.16393442622950818
5,2024-01-29,0.2413793103448276
5,2024-01-30,0.21212121212121213
6,2024-01-01,0.19672131147540983
6,2024-01-02,0.23376623376623376
6,2024-01-03,0.1590909090909091
6,2024-01-04,0.23809523809523808
6,2024-01-05,0.22666666666666666
6,2024-01-06,0.27906976744186046
6,2024-01-07,0.18604651162790697
6,2024-01-08,0.2
6,2024-01-09,0.18666666666666668
6,2024-01-10,0.18421052631578946
6,2024-01-11,0.30120481927710846
6,2024-01-12,0.2
6,2024-01-13,0.18181818181818182
6,2024-01-14,0.21621621621621623
6,2024-01-15,0.21333333333333335
6,2024-01-16,0.18461538461538463
6,2024-01-17,0.24
6,2024-01-18,0.23880597014925373
6,2024-01-19,0.22535211267605634
6,2024-01-20,0.125
6,2024-01-21,0.14634146341463414
6,2024-01-22,0.1917808219178082
6,2024-01-23,0.2894736842105263
6,2024-01-24,0.16091954022988506
6,2024-01-25,0.06349206349206349
6,2024-01-26,0.2857142857142857
6,2024-01-27,0.24390243902439024
6,2024-01-28,0.18421052631578946
6,2024-01-29,0.25287356321839083
6,2024-01-30,0.19444444444444445
7,2024-01-01,0.23076923076923078
7,2024-01-02,0.12307692307692308
7,2024-01-03,0.2597402597402597
7,2024-01-04,0.2345679012345679
7,2024-01-05,0.16666666666666666
7,2024-01-06,0.29508196721311475
7,2024-01-07,0.22857142857142856
7,2024-01-08,0.2127659574468085
7,2024-01-09,0.21428571428571427
7,2024-01-10,0.2289156626506024
7,2024-01-11,0.15873015873015872
7,2024-01-12,0.22784810126582278
7,2024-01-13,0.19718309859154928
7,2024-01-14,0.15789473684210525
7,2024-01-15,0.21052631578947367
7,2024-01-16,0.23376623376623376
7,2024-01-17,0.20588235294117646
7,2024-01-18,0.25
7,2024-01-19,0.21951219512195122
7,2024-01-20,0.1643835616438356
7,2024-01-21,0.2222222222222222
7,2024-01-22,0.17857142857142858
7,2024-01-23,0.21875
7,2024-01-24,0.2073170731707317
7,2024-01-25,0.2
7,2024-01-26,0.225
7,2024-01-27,0.21686746987951808
7,2024-01-28,0.2191780821917808
7,2024-01-29,0.2222222222222222
7,2024-01-30,0.25
8,2024-01-01,0.22857142857142856
8,2024-01-02,0.21333333333333335
8,2024-01-03,0.24285714285714285
8,2024-01-04,0.24390243902439024
8,2024-01-05,0.21052631578947367
8,2024-01-06,0.21333333333333335
8,2024-01-07,0.1927710843373494
8,2024-01-08,0.15584415584415584
8,2024-01-09,0.2682926829268293
8,2024-01-10,0.273972602739726
8,2024-01-11,0.24242424242424243
8,2024-01-12,0.18604651162790697
8,2024-01-13,0.12658227848101267
8,2024-01-14,0.21333333333333335
8,2024-01-15,0.14457831325301204
8,2024-01-16,0.16666666666666666
8,2024-01-17,0.28169014084507044
8,2024-01-18,0.34782608695652173
8,2024-01-19,0.2054794520547945
8,2024-01-20,0.2716049382716049
8,2024-01-21,0.2261904761904762
8,2024-01-22,0.175
8,2024-01-23,0.2153846153846154
8,2024-01-24,0.273972602739726
8,2024-01-25,0.16393442622950818
8,2024-01-26,0.17142857142857143
8,2024-01-27,0.2261904761904762
8,2024-01-28,0.26506024096385544
8,2024-01-29,0.26506024096385544
8,2024-01-30,0.22727272727272727
9,2024-01-01,0.16304347826086957
9,2024-01-02,0.1625
9,2024-01-03,0.1643835616438356
9,2024-01-04,0.1282051282051282
9,2024-01-05,0.15384615384615385
9,2024-01-06,0.1518987341772152
9,2024-01-07,0.24324324324324326
9,2024-01-08,0.14705882352941177
9,2024-01-09,0.2564102564102564
9,2024-01-10,0.24
9,2024-01-11,0.35294117647058826
9,2024-01-12,0.1643835616438356
9,2024-01-13,0.2682926829268293
9,2024-01-14,0.1917808219178082
9,2024-01-15,0.29333333333333333
9,2024-01-16,0.21428571428571427
9,2024-01-17,0.2608695652173913
9,2024-01-18,0.2631578947368421
9,2024-01-19,0.13157894736842105
9,2024-01-20,0.22784810126582278
9,2024-01-21,0.16216216216216217
9,2024-01-22,0.2
9,2024-01-23,0.1590909090909091
9,2024-01-24,0.21951219512195122
9,2024-01-25,0.25675675675675674
9,2024-01-26,0.2236842105263158
9,2024-01-27,0.16216216216216217
9,2024-01-28,0.19101123595505617
9,2024-01-29,0.20270270270270271
9,2024-01-30,0.20253164556962025
10,2024-01-01,0.2564102564102564
10,2024-01-02,0.1686746987951807
10,2024-01-03,0.19480519480519481
10,2024-01-04,0.27906976744186046
10,2024-01-05,0.22077922077922077
10,2024-01-06,0.1935483870967742
10,2024-01-07,0.25396825396825395
10,2024-01-08,0.1643835616438356
10,2024-01-09,0.2891566265060241
10,2024-01-10,0.25316455696202533
10,2024-01-11,0.23943661971830985
10,2024-01-12,0.3076923076923077
10,2024-01-13,0.1951219512195122
10,2024-01-14,0.3023255813953488
10,2024-01-15,0.16666666666666666
10,2024-01-16,0.1388888888888889
10,2024-01-17,0.2077922077922078
10,2024-01-18,0.225
10,2024-01-19,0.16
10,2024-01-20,0.2465753424657534
10,2024-01-21,0.13636363636363635
10,2024-01-22,0.16666666666666666
10,2024-01-23,0.22826086956521738
10,2024-01-24,0.21505376344086022
10,2024-01-25,0.1686746987951807
10,2024-01-26,0.1917808219178082
10,2024-01-27,0.2898550724637681
10,2024-01-28,0.2077922077922078
10,2024-01-29,0.2077922077922078
10,2024-01-30,0.225
11,2024-01-01,0.14457831325301204
11,2024-01-02,0.2247191011235955
11,2024-01-03,0.2465753424657534
11,2024-01-04,0.24096385542168675
11,2024-01-05,0.20689655172413793
11,2024-01-06,0.15151515151515152
11,2024-01-07,0.1839080459770115
11,2024-01-08,0.25
11,2024-01-09,0.19230769230769232
11,2024-01-10,0.17073170731707318
11,2024-01-11,0.09523809523809523
11,2024-01-12,0.2318840579710145
11,2024-01-13,0.30303030303030304
11,2024-01-14,0.2962962962962963
11,2024-01-15,0.18666666666666668
11,2024-01-16,0.24324324324324326
11,2024-01-17,0.23655913978494625
11,2024-01-18,0.19047619047619047
11,2024-01-19,0.21052631578947367
11,2024-01-20,0.21875
11,2024-01-21,0.21052631578947367
11,2024-01-22,0.18604651162790697
11,2024-01-23,0.26666666666666666
11,2024-01-24,0.12195121951219512
11,2024-01-25,0.14492753623188406
11,2024-01-26,0.136986301369863
11,2024-01-27,0.28169014084507044
11,2024-01-28,0.18461538461538463
11,2024-01-29,0.21428571428571427
11,2024-01-30,0.15217391304347827
12,2024-01-01,0.17721518987341772
12,2024-01-02,0.13513513513513514
12,2024-01-03,0.2891566265060241
12,2024-01-04,0.21176470588235294
12,2024-01-05,0.2028985507246377
12,2024-01-06,0.125
12,2024-01-07,0.1978021978021978
12,2024-01-08,0.1891891891891892
12,2024-01-09,0.12048192771084337
12,2024-01-10,0.19672131147540983
12,2024-01-11,0.3013698630136986
12,2024-01-12,0.1794871794871795
12,2024-01-13,0.2222222222222222
12,2024-01-14,0.18421052631578946
12,2024-01-15,0.18666666666666668
12,2024-01-16,0.30303030303030304
12,2024-01-17,0.2631578947368421
12,2024-01-18,0.18947368421052632
12,2024-01-19,0.2602739726027397
12,2024-01-20,0.1927710843373494
12,2024-01-21,0.18181818181818182
12,2024-01-22,0.25
12,2024-01-23,0.20253164556962025
12,2024-01-24,0.21839080459770116
12,2024-01-25,0.24175824175824176
12,2024-01-26,0.19718309859154928
12,2024-01-27,0.2222222222222222
12,2024-01-28,0.25675675675675674
12,2024-01-29,0.15730337078651685
12,2024-01-30,0.22988505747126436
13,2024-01-01,0.22972972972972974
13,2024-01-02,0.18181818181818182
13,2024-01-03,0.28125
13,2024-01-04,0.17391304347826086
13,2024-01-05,0.17142857142857143
13,2024-01-06,0.2112676056338028
13,2024-01-07,0.2765957446808511
13,2024-01-08,0.16901408450704225
13,2024-01-09,0.2926829268292683
13,2024-01-10,0.24691358024691357
13,2024-01-11,0.18604651162790697
13,2024-01-12,0.25882352941176473
13,2024-01-13,0.20967741935483872
13,2024-01-14,0.273972602739726
13,2024-01-15,0.21875
13,2024-01-16,0.3
13,2024-01-17,0.16666666666666666
13,2024-01-18,0.2318840579710145
13,2024-01-19,0.18518518518518517
13,2024-01-20,0.12307692307692308
13,2024-01-21,0.21052631578947367
13,2024-01-22,0.175
13,2024-01-23,0.225
13,2024-01-24,0.23529411764705882
13,2024-01-25,0.16
13,2024-01-26,0.12698412698412698
13,2024-01-27,0.2926829268292683
13,2024-01-28,0.18681318681318682
13,2024-01-29,0.15384615384615385
13,2024-01-30,0.19753086419753085
14,2024-01-01,0.1917808219178082
14,2024-01-02,0.2
14,2024-01-03,0.23529411764705882
14,2024-01-04,0.21176470588235294
14,2024-01-05,0.1951219512195122
14,2024-01-06,0.2375
14,2024-01-07,0.16091954022988506
14,2024-01-08,0.25333333333333335
14,2024-01-09,0.24719101123595505
14,2024-01-10,0.23880597014925373
14,2024-01-11,0.17721518987341772
14,2024-01-12,0.16049382716049382
14,2024-01-13,0.17857142857142858
14,2024-01-14,0.16216216216216217
14,2024-01-15,0.15384615384615385
14,2024-01-16,0.18181818181818182
14,2024-01-17,0.23529411764705882
14,2024-01-18,0.14705882352941177
14,2024-01-19,0.14084507042253522
14,2024-01-20,0.16883116883116883
14,2024-01-21,0.19047619047619047
14,2024-01-22,0.19718309859154928
14,2024-01-23,0.16
14,2024-01-24,0.24324324324324326
14,2024-01-25,0.1917808219178082
14,2024-01-26,0.2987012987012987
14,2024-01-27,0.25
14,2024-01-28,0.17142857142857143
14,2024-01-29,0.21052631578947367
14,2024-01-30,0.136986301369863
15,2024-01-01,0.20253164556962025
15,2024-01-02,0.16176470588235295
15,2024-01-03,0.16666666666666666
15,2024-01-04,0.225
15,2024-01-05,0.24096385542168675
15,2024-01-06,0.1794871794871795
15,2024-01-07,0.1348314606741573
15,2024-01-08,0.2692307692307692
15,2024-01-09,0.2191780821917808
15,2024-01-10,0.18604651162790697
15,2024-01-11,0.27586206896551724
15,2024-01-12,0.1694915254237288
15,2024-01-13,0.1686746987951807
15,2024-01-14,0.22988505747126436
15,2024-01-15,0.23076923076923078
15,2024-01-16,0.12121212121212122
15,2024-01-17,0.1794871794871795
15,2024-01-18,0.3055555555555556
15,2024-01-19,0.1780821917808219
15,2024-01-20,0.28205128205128205
15,2024-01-21,0.14084507042253522
15,2024-01-22,0.1917808219178082
15,2024-01-23,0.18666666666666668
15,2024-01-24,0.1956521739130435
15,2024-01-25,0.2318840579710145
15,2024-01-26,0.29333333333333333
15,2024-01-27,0.2222222222222222
15,2024-01-28,0.18181818181818182
15,2024-01-29,0.25806451612903225
15,2024-01-30,0.16
16,2024-01-01,0.23809523809523808
16,2024-01-02,0.18181818181818182
16,2024-01-03,0.27722772277227725
16,2024-01-04,0.2318840579710145
16,2024-01-05,0.25882352941176473
16,2024-01-06,0.23076923076923078
16,2024-01-07,0.2191780821917808
16,2024-01-08,0.21052631578947367
16,2024-01-09,0.26666666666666666
16,2024-01-10,0.2702702702702703
16,2024-01-11,0.1956521739130435
16,2024-01-12,0.22535211267605634
16,2024-01-13,0.2857142857142857
16,2024-01-14,0.27586206896551724
16,2024-01-15,0.14492753623188406
16,2024-01-16,0.2682926829268293
16,2024-01-17,0.20588235294117646
16,2024-01-18,0.1951219512195122
16,2024-01-19,0.1780821917808219
16,2024-01-20,0.15151515151515152
16,2024-01-21,0.23880597014925373
16,2024-01-22,0.22535211267605634
16,2024-01-23,0.18461538461538463
16,2024-01-24,0.18666666666666668
16,2024-01-25,0.25316455696202533
16,2024-01-26,0.2597402597402597
16,2024-01-27,0.19672131147540983
16,2024-01-28,0.21052631578947367
16,2024-01-29,0.21875
16,2024-01-30,0.16
17,2024-01-01,0.25
17,2024-01-02,0.15789473684210525
17,2024-01-03,0.11428571428571428
17,2024-01-04,0.14925373134328357
17,2024-01-05,0.16901408450704225
17,2024-01-06,0.2
17,2024-01-07,0.16279069767441862
17,2024-01-08,0.16901408450704225
17,2024-01-09,0.15384615384615385
17,2024-01-10,0.21839080459770116
