User,Date,01,02,03,04
1,2024-01-01,0.72,0.14,0.08,0.06
1,2024-01-02,0.7727272727272727,0.13636363636363635,0.06818181818181818,0.022727272727272728
1,2024-01-03,0.851063829787234,0.0851063829787234,0.0425531914893617,0.02127659574468085
1,2024-01-04,0.7659574468085106,0.10638297872340426,0.06382978723404255,0.06382978723404255
1,2024-01-05,0.7727272727272727,0.1590909090909091,0.0,0.06818181818181818
1,2024-01-06,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.11764705882352941
1,2024-01-07,0.8125,0.08333333333333333,0.08333333333333333,0.020833333333333332
1,2024-01-08,0.7948717948717948,0.1282051282051282,0.07692307692307693,0.0
1,2024-01-09,0.8541666666666666,0.10416666666666667,0.020833333333333332,0.020833333333333332
1,2024-01-10,0.6976744186046512,0.23255813953488372,0.023255813953488372,0.046511627906976744
1,2024-01-11,0.7692307692307693,0.1282051282051282,0.02564102564102564,0.07692307692307693
1,2024-01-12,0.8181818181818182,0.045454545454545456,0.11363636363636363,0.022727272727272728
1,2024-01-13,0.7560975609756098,0.0975609756097561,0.07317073170731707,0.07317073170731707
1,2024-01-14,0.7380952380952381,0.19047619047619047,0.047619047619047616,0.023809523809523808
1,2024-01-15,0.7954545454545454,0.09090909090909091,0.09090909090909091,0.022727272727272728
1,2024-01-16,0.7954545454545454,0.09090909090909091,0.045454545454545456,0.06818181818181818
1,2024-01-17,0.925,0.0,0.05,0.025
1,2024-01-18,0.8863636363636364,0.022727272727272728,0.045454545454545456,0.045454545454545456
1,2024-01-19,0.76,0.1,0.12,0.02
1,2024-01-20,0.7608695652173914,0.15217391304347827,0.08695652173913043,0.0
1,2024-01-21,0.717948717948718,0.15384615384615385,0.05128205128205128,0.07692307692307693
1,2024-01-22,0.7708333333333334,0.14583333333333334,0.041666666666666664,0.041666666666666664
1,2024-01-23,0.7045454545454546,0.22727272727272727,0.06818181818181818,0.0
1,2024-01-24,0.7884615384615384,0.17307692307692307,0.019230769230769232,0.019230769230769232
1,2024-01-25,0.6666666666666666,0.14285714285714285,0.09523809523809523,0.09523809523809523
1,2024-01-26,0.6274509803921569,0.23529411764705882,0.058823529411764705,0.0784313725490196
1,2024-01-27,0.7727272727272727,0.1590909090909091,0.045454545454545456,0.022727272727272728
1,2024-01-28,0.8,0.1,0.1,0.0
1,2024-01-29,0.75,0.1,0.075,0.075
1,2024-01-30,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.07692307692307693
2,2024-01-01,0.7446808510638298,0.14893617021276595,0.0851063829787234,0.02127659574468085
2,2024-01-02,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.0
2,2024-01-03,0.8048780487804879,0.12195121951219512,0.04878048780487805,0.024390243902439025
2,2024-01-04,0.7872340425531915,0.14893617021276595,0.0425531914893617,0.02127659574468085
2,2024-01-05,0.7317073170731707,0.12195121951219512,0.0975609756097561,0.04878048780487805
2,2024-01-06,0.7906976744186046,0.09302325581395349,0.06976744186046512,0.046511627906976744
2,2024-01-07,0.8292682926829268,0.12195121951219512,0.04878048780487805,0.0
2,2024-01-08,0.8095238095238095,0.14285714285714285,0.023809523809523808,0.023809523809523808
2,2024-01-09,0.8157894736842105,0.05263157894736842,0.10526315789473684,0.02631578947368421
2,2024-01-10,0.813953488372093,0.13953488372093023,0.023255813953488372,0.023255813953488372
2,2024-01-11,0.7551020408163265,0.16326530612244897,0.08163265306122448,0.0
2,2024-01-12,0.7884615384615384,0.07692307692307693,0.038461538461538464,0.09615384615384616
2,2024-01-13,0.74,0.18,0.04,0.04
2,2024-01-14,0.8108108108108109,0.08108108108108109,0.05405405405405406,0.05405405405405406
2,2024-01-15,0.7857142857142857,0.11904761904761904,0.047619047619047616,0.047619047619047616
2,2024-01-16,0.6938775510204082,0.1836734693877551,0.061224489795918366,0.061224489795918366
2,2024-01-17,0.7916666666666666,0.14583333333333334,0.020833333333333332,0.041666666666666664
2,2024-01-18,0.7021276595744681,0.19148936170212766,0.06382978723404255,0.0425531914893617
2,2024-01-19,0.8108108108108109,0.05405405405405406,0.05405405405405406,0.08108108108108109
2,2024-01-20,0.8947368421052632,0.02631578947368421,0.02631578947368421,0.05263157894736842
2,2024-01-21,0.8181818181818182,0.06060606060606061,0.06060606060606061,0.06060606060606061
2,2024-01-22,0.7777777777777778,0.14814814814814814,0.05555555555555555,0.018518518518518517
